HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	INSDC (ENA/GenBank/DDBJ) accession	RefSeq accession
HGNC:137	Approved	ACTBP4	ACTB pseudogene 4	64		NG_003020
HGNC:138	Entry Withdrawn	ACTBP5	actin, beta pseudogene 5			
HGNC:139	Approved	ACTBP6	ACTB pseudogene 6	66		NG_008793
HGNC:140	Approved	ACTBP7	ACTB pseudogene 7	67	V00479	NG_002724
HGNC:141	Approved	ACTBP8	ACTB pseudogene 8	68	V00481	NG_000840
HGNC:142	Approved	ACTBP9	ACTB pseudogene 9	69	D50604	NG_003162
HGNC:31819	Approved	ACTBP10	ACTB pseudogene 10	446207		NG_032756
HGNC:33971	Approved	ACTBP11	ACTB pseudogene 11	644220		NG_007577
HGNC:150	Approved	ACTBP12	ACTB pseudogene 12	100462767		NG_026958
HGNC:45086	Approved	ACTBP14	ACTB pseudogene 14	389976		NG_022182
HGNC:55065	Approved	ACTBP15	ACTB pseudogene 15	391334		NG_022872
HGNC:56590	Approved	ACTBP16	ACTB pseudogene 16	100132223		NG_022284
HGNC:143	Approved	ACTC1	actin alpha cardiac muscle 1	70	BC009978	NM_005159
HGNC:51491	Approved	ACTE1P	actin epsilon 1, pseudogene	399923		NR_038862
HGNC:144	Approved	ACTG1	actin gamma 1	71		NM_001614
HGNC:146	Approved	ACTG1P1	actin gamma 1 pseudogene 1	73	D50658	NG_001068
HGNC:147	Approved	ACTG1P2	actin gamma 1 pseudogene 2	74		NG_004636
HGNC:148	Approved	ACTG1P3	actin gamma 1 pseudogene 3	75	AF196978	NG_000842
HGNC:149	Approved	ACTG1P4	actin gamma 1 pseudogene 4	648740		NR_024438
HGNC:151	Approved	ACTG1P6	actin gamma 1 pseudogene 6	78		
HGNC:152	Approved	ACTG1P7	actin gamma 1 pseudogene 7	79		
HGNC:153	Approved	ACTG1P8	actin gamma 1 pseudogene 8	80		
HGNC:154	Approved	ACTG1P9	actin gamma 1 pseudogene 9	82	D50659	NG_001069
HGNC:155	Approved	ACTG1P10	actin gamma 1 pseudogene 10	83	AL139396	NG_003039
HGNC:37651	Approved	ACTG1P11	actin gamma 1 pseudogene 11	414754		NG_004636
HGNC:44496	Approved	ACTG1P12	actin gamma 1 pseudogene 12	100418921		NG_011728
HGNC:49058	Approved	ACTG1P13	actin gamma 1 pseudogene 13	100418920		NG_025603
HGNC:49751	Approved	ACTG1P14	actin gamma 1 pseudogene 14	100418910		NG_023870
HGNC:51495	Approved	ACTG1P15	actin gamma 1 pseudogene 15	100418951		NG_025296
HGNC:51496	Approved	ACTG1P16	actin gamma 1 pseudogene 16	100418960		NG_026370
HGNC:51497	Approved	ACTG1P17	actin gamma 1 pseudogene 17	283693		NR_036446
HGNC:51498	Approved	ACTG1P18	actin gamma 1 pseudogene 18	100418924		NG_025850
HGNC:51499	Approved	ACTG1P19	actin gamma 1 pseudogene 19	644160		NG_021670
HGNC:51500	Approved	ACTG1P20	actin gamma 1 pseudogene 20	644961		NR_033926
HGNC:51501	Approved	ACTG1P21	actin gamma 1 pseudogene 21	100131291		NG_022723
HGNC:51502	Approved	ACTG1P22	actin gamma 1 pseudogene 22	100131953		NG_021565
HGNC:51503	Approved	ACTG1P23	actin gamma 1 pseudogene 23	442097		NG_022227
HGNC:49661	Approved	ACTG1P24	actin gamma 1 pseudogene 24	441783		NG_022456
HGNC:54872	Approved	ACTG1P25	actin gamma 1 pseudogene 25	148709		NR_002929
HGNC:145	Approved	ACTG2	actin gamma 2, smooth muscle	72		NM_001615
HGNC:158	Entry Withdrawn	ACTL4	actin-like 4			
HGNC:159	Entry Withdrawn	ACTL5	actin-like 5			
HGNC:24124	Approved	ACTL6A	actin like 6A	86	AK098691	NM_004301
HGNC:160	Approved	ACTL6B	actin like 6B	51412	AB015906	NM_016188
HGNC:161	Approved	ACTL7A	actin like 7A	10881	BC014610	NM_006687
HGNC:162	Approved	ACTL7B	actin like 7B	10880	BC033789	NM_006686
HGNC:24018	Approved	ACTL8	actin like 8	81569	AK057339	NM_030812
HGNC:28494	Approved	ACTL9	actin like 9	284382		NM_178525
HGNC:16127	Approved	ACTL10	actin like 10	170487	AL121906	NM_001024675
HGNC:44626	Approved	ACTL11P	actin like 11, pseudogene	389120		NG_028183
HGNC:24758	Approved	ACTMAP	actin maturation protease	284325	AK123126	NM_198476
HGNC:163	Approved	ACTN1	actinin alpha 1	87	M95178	NM_001102
HGNC:20131	Approved	ACTN1-DT	ACTN1 divergent transcript	161159	DB029126	NR_073422
HGNC:20131	Approved	ACTN1-DT	ACTN1 divergent transcript	161159	AI147349	NR_073422
HGNC:164	Approved	ACTN2	actinin alpha 2	88	BC047901	NM_001103
HGNC:165	Approved	ACTN3	actinin alpha 3	89	M86407	NM_001104
HGNC:166	Approved	ACTN4	actinin alpha 4	81	D89980	NM_001322033
HGNC:44028	Approved	ACTN4P1	actinin alpha 4 pseudogene 1	344978		NG_022074
HGNC:44032	Approved	ACTN4P2	actinin alpha 4 pseudogene 2	391026		
HGNC:51621	Approved	ACTP1	actin family pseudogene 1	106480335		NG_044542
HGNC:167	Approved	ACTR1A	actin related protein 1A	10121	X82206	NM_005736
HGNC:54703	Approved	ACTR1AP1	ACTR1A pseudogene 1	100287074		NG_021577
HGNC:168	Approved	ACTR1B	actin related protein 1B	10120	X82207	NM_005735
HGNC:169	Approved	ACTR2	actin related protein 2	10097	AF006082	NM_001005386
HGNC:170	Approved	ACTR3	actin related protein 3	10096	AF006083	NM_005721
HGNC:53965	Approved	ACTR3-AS1	ACTR3 antisense RNA 1	101060091		NR_110174
HGNC:17256	Approved	ACTR3B	actin related protein 3B	57180		NM_020445
HGNC:37724	Approved	ACTR3BP1	ACTR3B pseudogene 1	643050		NG_005799
HGNC:38677	Approved	ACTR3BP2	ACTR3B pseudogene 2	440888		NR_027714
HGNC:38678	Approved	ACTR3BP3	ACTR3B pseudogene 3	647156		NG_005800
HGNC:38681	Approved	ACTR3BP4	ACTR3B pseudogene 4	777774		NG_005802
HGNC:38682	Approved	ACTR3BP5	ACTR3B pseudogene 5	399746		NR_045000
HGNC:38683	Approved	ACTR3BP6	ACTR3B pseudogene 6	644773		NG_005801
HGNC:54971	Approved	ACTR3BP7	ACTR3B pseudogene 7	100289004		NG_068497
HGNC:37282	Approved	ACTR3C	actin related protein 3C	653857		NM_001164458
HGNC:31820	Approved	ACTR3P1	ACTR3 pseudogene 1	100288580		NG_023029
HGNC:38676	Approved	ACTR3P2	ACTR3 pseudogene 2	100129013		NG_022669
HGNC:38679	Approved	ACTR3P3	ACTR3 pseudogene 3	100128020		NG_022261
HGNC:14671	Approved	ACTR5	actin related protein 5	79913	AK022847	NM_024855
HGNC:24025	Approved	ACTR6	actin related protein 6	64431	AF212251	NM_022496
HGNC:44210	Approved	ACTR6P1	ACTR6 pseudogene 1	100421495		NG_025147
HGNC:14672	Approved	ACTR8	actin related protein 8	93973		NM_022899
HGNC:17372	Approved	ACTR10	actin related protein 10	55860	AF220190	NM_018477
HGNC:24027	Approved	ACTRT1	actin related protein T1	139741	AF440739	NM_138289
HGNC:55127	Approved	ACTRT1P1	ACTRT1 pseudogene 1	100128268		NG_011795
HGNC:24026	Approved	ACTRT2	actin related protein T2	140625	AF440740	NM_080431
HGNC:24026	Approved	ACTRT2	actin related protein T2	140625	AB057364	NM_080431
HGNC:24022	Approved	ACTRT3	actin related protein T3	84517	AK055346	NM_032487
HGNC:171	Approved	ACVR1	activin A receptor type 1	90		NM_001105
HGNC:172	Approved	ACVR1B	activin A receptor type 1B	91		NM_020328
HGNC:18123	Approved	ACVR1C	activin A receptor type 1C	130399	BC022530	NM_145259
HGNC:173	Approved	ACVR2A	activin A receptor type 2A	92		NM_001616
HGNC:174	Approved	ACVR2B	activin A receptor type 2B	93	X77533	NM_001106
HGNC:44161	Approved	ACVR2B-AS1	ACVR2B antisense RNA 1	100128640	AK025619	NR_028389
HGNC:175	Approved	ACVRL1	activin A receptor like type 1	94	L17075	NM_000020
HGNC:177	Approved	ACY1	aminoacylase 1	95	L07548	NM_000666
HGNC:24104	Approved	ACY3	aminoacylase 3	91703	BC008689	NM_080658
HGNC:179	Approved	ACYP1	acylphosphatase 1	97	X84194	NM_001107
HGNC:180	Approved	ACYP2	acylphosphatase 2	98	X84195	NM_001320586
HGNC:185	Entry Withdrawn	AD5	Alzheimer disease 5			
HGNC:186	Approved	ADA	adenosine deaminase	100	X02994	NM_000022
HGNC:1839	Approved	ADA2	adenosine deaminase 2	51816	AF190746	NM_001282225
HGNC:30713	Approved	ADAD1	adenosine deaminase domain containing 1	132612	AK057303	NM_139243
HGNC:44550	Approved	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	100422386		NG_016362
HGNC:44552	Approved	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	100422407		NG_012925
HGNC:30714	Approved	ADAD2	adenosine deaminase domain containing 2	161931	AF447586	NM_139174
HGNC:31853	Approved	ADAL	adenosine deaminase like	161823		NM_001324366
HGNC:187	Approved	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	8759	Y09232	NG_001216
HGNC:44366	Approved	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	100420505		NG_024129
HGNC:198	Approved	ADAM2	ADAM metallopeptidase domain 2	2515	U52370	NM_001464
HGNC:209	Approved	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	1587	X89657	NR_001569
HGNC:210	Approved	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	1596	Y10615	NG_001526
HGNC:212	Approved	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	255926	BC047448	NR_001448
HGNC:213	Approved	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	8755	AI024595	NR_002224
HGNC:214	Approved	ADAM7	ADAM metallopeptidase domain 7	8756	AF090327	NM_003817
HGNC:56152	Approved	ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1	101929294		NR_125808
HGNC:56153	Approved	ADAM7-AS2	ADAM7 antisense RNA 2	101929315		NR_125809
HGNC:215	Approved	ADAM8	ADAM metallopeptidase domain 8	101	D26579	NM_001109
HGNC:216	Approved	ADAM9	ADAM metallopeptidase domain 9	8754	U41766	NM_003816
HGNC:188	Approved	ADAM10	ADAM metallopeptidase domain 10	102	AF009615	NM_001110
HGNC:189	Approved	ADAM11	ADAM metallopeptidase domain 11	4185	D17390	NM_002390
HGNC:190	Approved	ADAM12	ADAM metallopeptidase domain 12	8038	AF023476	NM_001288973
HGNC:43841	Entry Withdrawn	ADAM12-OT1	ADAM12 overlapping transcript 1 (non-protein coding)			
HGNC:193	Approved	ADAM15	ADAM metallopeptidase domain 15	8751	U46005	NM_003815
HGNC:195	Approved	ADAM17	ADAM metallopeptidase domain 17	6868	U69611	NM_001382777
HGNC:196	Approved	ADAM18	ADAM metallopeptidase domain 18	8749	AJ133004	NM_014237
HGNC:197	Approved	ADAM19	ADAM metallopeptidase domain 19	8728	AF311317	NM_033274
HGNC:199	Approved	ADAM20	ADAM metallopeptidase domain 20	8748	AF029899	NM_003814
HGNC:20102	Approved	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	317760	BC047939	NR_037933
HGNC:43901	Approved	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	100533671		NG_028850
HGNC:43902	Approved	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	644325		NG_023541
HGNC:200	Approved	ADAM21	ADAM metallopeptidase domain 21	8747	AF029900	NM_003813
HGNC:19822	Approved	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	145241		NG_002467
HGNC:201	Approved	ADAM22	ADAM metallopeptidase domain 22	53616	AB009671	NM_021723
HGNC:202	Approved	ADAM23	ADAM metallopeptidase domain 23	8745	AB009672	NM_003812
HGNC:203	Approved	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	646479		NG_022410
HGNC:206	Approved	ADAM28	ADAM metallopeptidase domain 28	10863	AJ242015	NM_021778
HGNC:207	Approved	ADAM29	ADAM metallopeptidase domain 29	11086	AF171929	NM_001130703
HGNC:208	Approved	ADAM30	ADAM metallopeptidase domain 30	11085	AF171932	NM_021794
HGNC:15479	Approved	ADAM32	ADAM metallopeptidase domain 32	203102	BC026085	NM_145004
HGNC:15478	Approved	ADAM33	ADAM metallopeptidase domain 33	80332	AL117415	NM_025220
HGNC:15478	Approved	ADAM33	ADAM metallopeptidase domain 33	80332	AB055891	NM_025220
HGNC:16299	Approved	ADAMDEC1	ADAM like decysin 1	27299	Y13323	NM_014479
HGNC:217	Approved	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	9510	AF060152	NM_006988
HGNC:218	Approved	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	9509	AJ003125	NM_014244
HGNC:219	Approved	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	9508	AB002364	NM_014243
HGNC:220	Approved	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	9507	AB014588	NM_005099
HGNC:221	Approved	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	11096	AF142099	NM_007038
HGNC:222	Approved	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	11174	AF140674	NM_197941
HGNC:223	Approved	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	11173	AF140675	NM_014272
HGNC:49407	Approved	ADAMTS7P1	ADAMTS7 pseudogene 1	390660		NR_045529
HGNC:49409	Approved	ADAMTS7P3	ADAMTS7 pseudogene 3	400406		NG_028863
HGNC:49410	Approved	ADAMTS7P4	ADAMTS7 pseudogene 4	642935		NG_022116
HGNC:224	Approved	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	11095	AF060153	NM_007037
HGNC:13202	Approved	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	56999	AF261918	NM_001318781
HGNC:40625	Approved	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	101929335		NR_110150
HGNC:42435	Approved	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	100507098		NR_038264
HGNC:13201	Approved	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	81794	AF163762	NM_030957
HGNC:14605	Approved	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	81792	AJ250725	NM_030955
HGNC:1366	Approved	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	11093	AJ011374	NM_139025
HGNC:14899	Approved	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	140766	AF358666	NM_080722
HGNC:16305	Approved	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	170689	AJ315733	NM_139055
HGNC:17108	Approved	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	170690	AJ315734	NM_139056
HGNC:55548	Approved	ADAMTS16-DT	ADAMTS16 divergent transcript	101929176		NR_109915
HGNC:17109	Approved	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	170691	AJ315735	NM_139057
HGNC:17110	Approved	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	170692	AJ311903	NM_001326358
HGNC:17111	Approved	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	171019	AJ311904	NM_133638
HGNC:40797	Approved	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	103689846	DA728271	NR_125748
HGNC:17178	Approved	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	80070	AF488804	NM_025003
HGNC:14632	Approved	ADAMTSL1	ADAMTS like 1	92949	AF176313	NM_001040272
HGNC:14631	Approved	ADAMTSL2	ADAMTS like 2	9719	AB011177	NM_014694
HGNC:14633	Approved	ADAMTSL3	ADAMTS like 3	57188	AF237652	NM_207517
HGNC:19706	Approved	ADAMTSL4	ADAMTS like 4	54507	BC027478	NM_019032
HGNC:32041	Approved	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	574406	AK127688	NR_104133
HGNC:40895	Approved	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2	100289061		XR_001738227
HGNC:27912	Approved	ADAMTSL5	ADAMTS like 5	339366	BC040620	NM_213604
HGNC:16486	Approved	ADAP1	ArfGAP with dual PH domains 1	11033	AJ006422	NM_006869
HGNC:16487	Approved	ADAP2	ArfGAP with dual PH domains 2	55803	AJ238994	NM_018404
HGNC:225	Approved	ADAR	adenosine deaminase RNA specific	103	BC038227	NM_001111
HGNC:226	Approved	ADARB1	adenosine deaminase RNA specific B1	104	U76420	NM_015833
HGNC:227	Approved	ADARB2	adenosine deaminase RNA specific B2 (inactive)	105	AF034837	NM_018702
HGNC:23299	Approved	ADARB2-AS1	ADARB2 antisense RNA 1	642394		NR_033387
HGNC:228	Approved	ADAT1	adenosine deaminase tRNA specific 1	23536	AF125188	NM_012091
HGNC:21172	Approved	ADAT2	adenosine deaminase tRNA specific 2	134637	BC037955	NM_001286259
HGNC:25151	Approved	ADAT3	adenosine deaminase tRNA specific 3	113179	BC011824	NM_138422
HGNC:19038	Approved	ADCK1	aarF domain containing kinase 1	57143	AK096919	NM_020421
HGNC:19039	Approved	ADCK2	aarF domain containing kinase 2	90956	AF131745	NM_052853
HGNC:21738	Approved	ADCK5	aarF domain containing kinase 5	203054	BC032402	NM_174922
HGNC:229	Approved	ADCP1	adenosine deaminase complexing protein 1	106		
HGNC:232	Approved	ADCY1	adenylate cyclase 1	107	L05500	NM_021116
HGNC:233	Approved	ADCY2	adenylate cyclase 2	108	AB028983	NM_020546
HGNC:234	Approved	ADCY3	adenylate cyclase 3	109	AF033861	NM_001320613
HGNC:235	Approved	ADCY4	adenylate cyclase 4	196883	AF497516	NM_001198568
HGNC:236	Approved	ADCY5	adenylate cyclase 5	111	U65473	NM_183357
HGNC:237	Approved	ADCY6	adenylate cyclase 6	112		NM_020983
HGNC:53332	Approved	ADCY6-DT	ADCY6 divergent transcript	100506125		NR_110019
HGNC:238	Approved	ADCY7	adenylate cyclase 7	113	D25538	NM_001114
HGNC:239	Approved	ADCY8	adenylate cyclase 8	114	Z35309	NM_001115
HGNC:240	Approved	ADCY9	adenylate cyclase 9	115	AF036927	NM_001116
HGNC:21285	Approved	ADCY10	adenylate cyclase 10	55811	AF271058	NM_018417
HGNC:44143	Approved	ADCY10P1	ADCY10 pseudogene 1	221442		NR_026938
HGNC:241	Approved	ADCYAP1	adenylate cyclase activating polypeptide 1	116	S83513	NM_001117
HGNC:242	Approved	ADCYAP1R1	ADCYAP receptor type I	117		NM_001118
HGNC:243	Approved	ADD1	adducin 1	118	L07261	NM_014189
HGNC:244	Approved	ADD2	adducin 2	119	X58199	NM_001617
HGNC:245	Approved	ADD3	adducin 3	120	U37122	NM_019903
HGNC:48682	Approved	ADD3-AS1	ADD3 antisense RNA 1	100505933		NR_038943
HGNC:247	Entry Withdrawn	ADFN	albinism-deafness syndrome			
HGNC:21212	Approved	ADGB	androglobin	79747	AK026774	NM_024694
HGNC:55654	Approved	ADGB-DT	ADGB divergent transcript	101928661		NR_125860
HGNC:13838	Approved	ADGRA1	adhesion G protein-coupled receptor A1	84435	AB058731	NM_001083909
HGNC:49543	Approved	ADGRA1-AS1	ADGRA1 antisense RNA 1	100128127		NR_111905
HGNC:17849	Approved	ADGRA2	adhesion G protein-coupled receptor A2	25960	AB040964	NM_032777
HGNC:13839	Approved	ADGRA3	adhesion G protein-coupled receptor A3	166647	AK095866	NM_145290
HGNC:55918	Approved	ADGRA3P1	ADGRA3 pseudogene 1	100996333		NG_032961
HGNC:943	Approved	ADGRB1	adhesion G protein-coupled receptor B1	575	AB005297	NM_001702
HGNC:944	Approved	ADGRB2	adhesion G protein-coupled receptor B2	576	AB005298	NM_001703
HGNC:945	Approved	ADGRB3	adhesion G protein-coupled receptor B3	577	AB005299	NM_001704
HGNC:55774	Approved	ADGRB3-DT	ADGRB3 divergent transcript	101928307		NR_125872
HGNC:19893	Approved	ADGRD1	adhesion G protein-coupled receptor D1	283383	AY278561	NM_198827
HGNC:53314	Approved	ADGRD1-AS1	ADGRD1 antisense RNA 1	105755954		NR_131950
HGNC:18651	Approved	ADGRD2	adhesion G protein-coupled receptor D2	347088	AY278562	NM_182611
HGNC:3336	Approved	ADGRE1	adhesion G protein-coupled receptor E1	2015	X81479	NM_001256252
HGNC:3337	Approved	ADGRE2	adhesion G protein-coupled receptor E2	30817	AF114491	NM_001271052
HGNC:23647	Approved	ADGRE3	adhesion G protein-coupled receptor E3	84658	AF239764	NM_032571
HGNC:19240	Approved	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	326342	AY181245	NR_024075
HGNC:1711	Approved	ADGRE5	adhesion G protein-coupled receptor E5	976		NM_078481
HGNC:18990	Approved	ADGRF1	adhesion G protein-coupled receptor F1	266977	AB083618	NM_153840
HGNC:18991	Approved	ADGRF2	adhesion G protein-coupled receptor F2	222611	AB065684	NM_153839
HGNC:18989	Approved	ADGRF3	adhesion G protein-coupled receptor F3	165082	AB083619	NM_153835
HGNC:19011	Approved	ADGRF4	adhesion G protein-coupled receptor F4	221393	AK095395	NM_153838
HGNC:19030	Approved	ADGRF5	adhesion G protein-coupled receptor F5	221395	AB018301	NM_015234
HGNC:40864	Approved	ADGRF5-AS1	ADGRF5 antisense RNA 1	101926962		NR_110658
HGNC:32922	Approved	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	389740		NG_021620
HGNC:32921	Approved	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	441416		NG_021616
HGNC:4512	Approved	ADGRG1	adhesion G protein-coupled receptor G1	9289	AJ011001	NM_001145770
HGNC:4516	Approved	ADGRG2	adhesion G protein-coupled receptor G2	10149	X81892	NM_001079858
HGNC:13728	Approved	ADGRG3	adhesion G protein-coupled receptor G3	222487	AY140959	NM_170776
HGNC:18992	Approved	ADGRG4	adhesion G protein-coupled receptor G4	139378	AY140954	NM_153834
HGNC:19010	Approved	ADGRG5	adhesion G protein-coupled receptor G5	221188	AY140956	NM_153837
HGNC:13841	Approved	ADGRG6	adhesion G protein-coupled receptor G6	57211	AK027843	NM_001032394
HGNC:19241	Approved	ADGRG7	adhesion G protein-coupled receptor G7	84873	AK027360	NM_001308362
HGNC:20973	Approved	ADGRL1	adhesion G protein-coupled receptor L1	22859	AB020628	NM_014921
HGNC:55309	Approved	ADGRL1-AS1	ADGRL1 antisense RNA 1	100507373		NR_045214
HGNC:18582	Approved	ADGRL2	adhesion G protein-coupled receptor L2	23266	AJ131581	NM_012302
HGNC:20974	Approved	ADGRL3	adhesion G protein-coupled receptor L3	23284	AB018311	NM_001322246
HGNC:50604	Approved	ADGRL3-AS1	ADGRL3 antisense RNA 1	101927186		NR_110595
HGNC:20822	Approved	ADGRL4	adhesion G protein-coupled receptor L4	64123	AF192403	NM_022159
HGNC:17416	Approved	ADGRV1	adhesion G protein-coupled receptor V1	84059	AB014586	NM_032119
HGNC:249	Approved	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	124	M12963	NM_000667
HGNC:250	Approved	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	125	AF153821	NM_000668
HGNC:251	Approved	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	126	M12272	NM_000669
HGNC:252	Approved	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	127	M15943	NM_000670
HGNC:253	Approved	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	128	M29872	NM_000671
HGNC:254	Entry Withdrawn	ADH5P1	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 1			
HGNC:22976	Approved	ADH5P2	ADH5 pseudogene 2	343296		NG_008685
HGNC:22991	Approved	ADH5P3	ADH5 pseudogene 3	100131810		NG_008686
