gene_id,HGNC ID_x,Status,Approved symbol,Approved name,INSDC (ENA/GenBank/DDBJ) accession,HGNC ID_y,RefSeq accession
M58051,,,,,,,
M59217,,,,,,,
M59916,,,,,,,
M62895,HGNC:540,Approved,ANXA2P3,annexin A2 pseudogene 3,M62895,,
M62896,HGNC:538,Approved,ANXA2P1,annexin A2 pseudogene 1,M62896,,
M64571,,,,,,,
M64992,,,,,,,
M65062,,,,,,,
M65105,,,,,,,
M69051,,,,,,,
M69176,,,,,,,
M74777,HGNC:3009,Approved,DPP4,dipeptidyl peptidase 4,M74777,,
M76742,,,,,,,
M77198,HGNC:392,Approved,AKT2,AKT serine/threonine kinase 2,M77198,,
M80536,,,,,,,
M81104,HGNC:1662,Approved,CD34,CD34 molecule,M81104,,
M81590,,,,,,,
M81695,,,,,,,
M81768,HGNC:11071,Approved,SLC9A1,solute carrier family 9 member A1,M81768,,
M81778,,,,,,,
M87338,,,,,,,
M87507,,,,,,,
M91083,HGNC:1166,Approved,RASSF7,Ras association domain family member 7,M91083,,
M92301,,,,,,,
M92424,,,,,,,
M93008,,,,,,,
M94859,,,,,,,
M95936,,,,,,,
M97260,,,,,,,
M97501,,,,,,,
M98399,,,,,,,
M99436,HGNC:11838,Approved,TLE2,"TLE family member 2, transcriptional corepressor",M99436,,
NM_000015,,,,,,HGNC:7646,NM_000015
NM_000016,,,,,,HGNC:89,NM_000016
NM_000017,,,,,,HGNC:90,NM_000017
NM_000018,,,,,,HGNC:92,NM_000018
NM_000019,,,,,,HGNC:93,NM_000019
NM_000022,,,,,,HGNC:186,NM_000022
NM_000024,,,,,,HGNC:286,NM_000024
NM_000025,,,,,,HGNC:288,NM_000025
NM_000026,,,,,,HGNC:291,NM_000026
NM_000027,,,,,,HGNC:318,NM_000027
NM_000029,,,,,,HGNC:333,NM_000029
NM_000031,,,,,,,
NM_000033,,,,,,HGNC:61,NM_000033
NM_000034,,,,,,HGNC:414,NM_000034
NM_000035,,,,,,HGNC:417,NM_000035
NM_000036,,,,,,HGNC:468,NM_000036
NM_000038,,,,,,HGNC:583,NM_000038
NM_000042,,,,,,HGNC:616,NM_000042
NM_000043,,,,,,HGNC:11920,NM_000043
NM_000045,,,,,,HGNC:663,NM_000045
NM_000046,,,,,,HGNC:714,NM_000046
NM_000047,,,,,,HGNC:719,NM_000047
NM_000048,,,,,,HGNC:746,NM_000048
NM_000049,,,,,,HGNC:756,NM_000049
NM_000051,,,,,,HGNC:795,NM_000051
NM_000052,,,,,,HGNC:869,NM_000052
NM_000053,,,,,,HGNC:870,NM_000053
NM_000054,,,,,,HGNC:897,NM_000054
NM_000055,,,,,,HGNC:983,NM_000055
NM_000057,,,,,,HGNC:1058,NM_000057
NM_000059,,,,,,HGNC:1101,NM_000059
NM_000060,,,,,,HGNC:1122,NM_000060
NM_000061,,,,,,HGNC:1133,NM_000061
NM_000062,,,,,,HGNC:1228,NM_000062
NM_000064,,,,,,HGNC:1318,NM_000064
NM_000066,,,,,,HGNC:1353,NM_000066
NM_000072,,,,,,,
NM_000073,,,,,,HGNC:1675,NM_000073
NM_000074,,,,,,HGNC:11935,NM_000074
NM_000075,,,,,,HGNC:1773,NM_000075
NM_000077,,,,,,HGNC:1787,NM_000077
NM_000078,,,,,,HGNC:1869,NM_000078
NM_000079,,,,,,HGNC:1955,NM_000079
NM_000081,,,,,,HGNC:1968,NM_000081
NM_000082,,,,,,HGNC:3439,NM_000082
NM_000083,,,,,,HGNC:2019,NM_000083
NM_000084,,,,,,HGNC:2023,NM_000084
NM_000085,,,,,,HGNC:2027,NM_000085
NM_000088,,,,,,HGNC:2197,NM_000088
NM_000094,,,,,,HGNC:2214,NM_000094
NM_000095,,,,,,HGNC:2227,NM_000095
NM_000096,,,,,,HGNC:2295,NM_000096
NM_000097,,,,,,HGNC:2321,NM_000097
NM_000099,,,,,,HGNC:2475,NM_000099
NM_000100,,,,,,HGNC:2482,NM_000100
NM_000101,,,,,,HGNC:2577,NM_000101
NM_000102,,,,,,HGNC:2593,NM_000102
NM_000103,,,,,,HGNC:2594,NM_000103
NM_000104,,,,,,HGNC:2597,NM_000104
NM_000107,,,,,,HGNC:2718,NM_000107
NM_000110,,,,,,HGNC:3012,NM_000110
NM_000111,,,,,,HGNC:3018,NM_000111
NM_000113,,,,,,HGNC:3098,NM_000113
NM_000114,,,,,,HGNC:3178,NM_000114
NM_000115,,,,,,HGNC:3180,NM_000115
NM_000116,,,,,,HGNC:11577,NM_000116
NM_000120,,,,,,HGNC:3401,NM_000120
NM_000124,,,,,,HGNC:3438,NM_000124
NM_000126,,,,,,HGNC:3481,NM_000126
NM_000127,,,,,,HGNC:3512,NM_000127
NM_000128,,,,,,HGNC:3529,NM_000128
NM_000129,,,,,,HGNC:3531,NM_000129
NM_000130,,,,,,HGNC:3542,NM_000130
NM_000131,,,,,,HGNC:3544,NM_000131
NM_000132,,,,,,HGNC:3546,NM_000132
NM_000133,,,,,,HGNC:3551,NM_000133
NM_000134,,,,,,HGNC:3556,NM_000134
NM_000135,,,,,,HGNC:3582,NM_000135
NM_000136,,,,,,HGNC:3584,NM_000136
NM_000137,,,,,,HGNC:3579,NM_000137
NM_000138,,,,,,HGNC:3603,NM_000138
NM_000139,,,,,,HGNC:7316,NM_000139
NM_000140,,,,,,HGNC:3647,NM_000140
NM_000142,,,,,,HGNC:3690,NM_000142
NM_000143,,,,,,HGNC:3700,NM_000143
NM_000144,,,,,,HGNC:3951,NM_000144
NM_000147,,,,,,HGNC:4006,NM_000147
NM_000148,,,,,,HGNC:4012,NM_000148
NM_000151,,,,,,HGNC:4056,NM_000151
NM_000152,,,,,,HGNC:4065,NM_000152
NM_000153,,,,,,HGNC:4115,NM_000153
NM_000155,,,,,,HGNC:4135,NM_000155
NM_000156,,,,,,,
NM_000158,,,,,,HGNC:4180,NM_000158
NM_000159,,,,,,HGNC:4189,NM_000159
NM_000161,,,,,,HGNC:4193,NM_000161
NM_000163,,,,,,HGNC:4263,NM_000163
NM_000164,,,,,,HGNC:4271,NM_000164
NM_000165,,,,,,HGNC:4274,NM_000165
NM_000166,,,,,,HGNC:4283,NM_000166
NM_000168,,,,,,HGNC:4319,NM_000168
NM_000169,,,,,,HGNC:4296,NM_000169
NM_000170,,,,,,HGNC:4313,NM_000170
NM_000171,,,,,,HGNC:4326,NM_000171
NM_000172,,,,,,HGNC:4393,NM_000172
NM_000173,,,,,,HGNC:4439,NM_000173
NM_000174,,,,,,HGNC:4444,NM_000174
NM_000175,,,,,,HGNC:4458,NM_000175
NM_000176,,,,,,HGNC:7978,NM_000176
NM_000177,,,,,,HGNC:4620,NM_000177
NM_000178,,,,,,HGNC:4624,NM_000178
NM_000179,,,,,,HGNC:7329,NM_000179
NM_000180,,,,,,HGNC:4689,NM_000180
NM_000183,,,,,,HGNC:4803,NM_000183
NM_000185,,,,,,HGNC:4838,NM_000185
NM_000188,,,,,,HGNC:4922,NM_000188
NM_000190,,,,,,HGNC:4982,NM_000190
NM_000192,,,,,,,
NM_000193,,,,,,HGNC:10848,NM_000193
NM_000194,,,,,,HGNC:5157,NM_000194
NM_000195,,,,,,HGNC:5163,NM_000195
NM_000196,,,,,,HGNC:5209,NM_000196
NM_000197,,,,,,HGNC:5212,NM_000197
NM_000199,,,,,,HGNC:10818,NM_000199
NM_000200,,,,,,HGNC:5284,NM_000200
NM_000201,,,,,,HGNC:5344,NM_000201
NM_000204,,,,,,HGNC:5394,NM_000204
NM_000206,,,,,,HGNC:6010,NM_000206
NM_000208,,,,,,HGNC:6091,NM_000208
NM_000210,,,,,,HGNC:6142,NM_000210
NM_000211,,,,,,HGNC:6155,NM_000211
NM_000212,,,,,,HGNC:6156,NM_000212
NM_000213,,,,,,HGNC:6158,NM_000213
NM_000215,,,,,,HGNC:6193,NM_000215
NM_000216,,,,,,HGNC:6211,NM_000216
NM_000217,,,,,,HGNC:6218,NM_000217
NM_000218,,,,,,HGNC:6294,NM_000218
NM_000219,,,,,,HGNC:6240,NM_000219
NM_000221,,,,,,HGNC:6315,NM_000221
NM_000222,,,,,,HGNC:6342,NM_000222
NM_000223,,,,,,HGNC:6414,NM_000223
NM_000226,,,,,,HGNC:6447,NM_000226
NM_000227,,,,,,HGNC:6483,NM_000227
NM_000230,,,,,,HGNC:6553,NM_000230
NM_000231,,,,,,HGNC:10809,NM_000231
NM_000232,,,,,,HGNC:10806,NM_000232
NM_000233,,,,,,,
NM_000234,,,,,,HGNC:6598,NM_000234
NM_000235,,,,,,HGNC:6617,NM_000235
NM_000236,,,,,,HGNC:6619,NM_000236
NM_000237,,,,,,HGNC:6677,NM_000237
NM_000238,,,,,,HGNC:6251,NM_000238
NM_000242,,,,,,HGNC:6922,NM_000242
NM_000243,,,,,,HGNC:6998,NM_000243
NM_000244,,,,,,HGNC:7010,NM_000244
NM_000246,,,,,,HGNC:7067,NM_000246
NM_000248,,,,,,,
NM_000249,,,,,,HGNC:7127,NM_000249
NM_000250,,,,,,HGNC:7218,NM_000250
NM_000252,,,,,,HGNC:7448,NM_000252
NM_000254,,,,,,HGNC:7468,NM_000254
NM_000255,,,,,,HGNC:7526,NM_000255
NM_000257,,,,,,HGNC:7577,NM_000257
NM_000258,,,,,,HGNC:7584,NM_000258
NM_000259,,,,,,HGNC:7602,NM_000259
NM_000260,,,,,,HGNC:7606,NM_000260
NM_000263,,,,,,HGNC:7632,NM_000263
NM_000264,,,,,,HGNC:9585,NM_000264
NM_000266,,,,,,HGNC:7678,NM_000266
NM_000268,,,,,,HGNC:7773,NM_000268
NM_000269,,,,,,HGNC:7849,NM_000269
NM_000269,,,,,,HGNC:7849,NM_000269
NM_000270,,,,,,,
NM_000272,,,,,,HGNC:7905,NM_000272
NM_000273,,,,,,HGNC:20145,NM_000273
NM_000274,,,,,,HGNC:8091,NM_000274
NM_000275,,,,,,HGNC:8101,NM_000275
NM_000276,,,,,,HGNC:8108,NM_000276
NM_000277,,,,,,HGNC:8582,NM_000277
NM_000280,,,,,,,
NM_000281,,,,,,HGNC:8646,NM_000281
NM_000282,,,,,,HGNC:8653,NM_000282
NM_000285,,,,,,HGNC:8840,NM_000285
NM_000286,,,,,,HGNC:8854,NM_000286
NM_000287,,,,,,HGNC:8859,NM_000287
NM_000288,,,,,,HGNC:8860,NM_000288
NM_000290,,,,,,HGNC:8889,NM_000290
NM_000293,,,,,,HGNC:8927,NM_000293
NM_000294,,,,,,HGNC:8931,NM_000294
NM_000294,,,,,,HGNC:8931,NM_000294
NM_000295,,,,,,,
NM_000297,,,,,,HGNC:9009,NM_000297
NM_000298,,,,,,HGNC:9020,NM_000298
NM_000298,,,,,,HGNC:9020,NM_000298
NM_000299,,,,,,HGNC:9023,NM_000299
NM_000300,,,,,,HGNC:9031,NM_000300
NM_000302,,,,,,HGNC:9081,NM_000302
NM_000303,,,,,,HGNC:9115,NM_000303
NM_000305,,,,,,HGNC:9205,NM_000305
NM_000305,,,,,,HGNC:9205,NM_000305
NM_000306,,,,,,HGNC:9210,NM_000306
NM_000307,,,,,,HGNC:9217,NM_000307
NM_000309,,,,,,HGNC:9280,NM_000309
NM_000310,,,,,,HGNC:9325,NM_000310
NM_000311,,,,,,HGNC:9449,NM_000311
NM_000312,,,,,,HGNC:9451,NM_000312
NM_000315,,,,,,HGNC:9606,NM_000315
NM_000316,,,,,,HGNC:9608,NM_000316
NM_000319,,,,,,HGNC:9719,NM_000319
NM_000321,,,,,,HGNC:9884,NM_000321
NM_000322,,,,,,HGNC:9942,NM_000322
NM_000324,,,,,,HGNC:10006,NM_000324
NM_000326,,,,,,HGNC:10024,NM_000326
NM_000327,,,,,,HGNC:10254,NM_000327
NM_000328,,,,,,HGNC:10295,NM_000328
NM_000329,,,,,,HGNC:10294,NM_000329
NM_000330,,,,,,HGNC:10457,NM_000330
NM_000332,,,,,,HGNC:10548,NM_000332
NM_000334,,,,,,HGNC:10591,NM_000334
NM_000335,,,,,,,
NM_000336,,,,,,HGNC:10600,NM_000336
NM_000337,,,,,,HGNC:10807,NM_000337
NM_000339,,,,,,HGNC:10912,NM_000339
NM_000340,,,,,,HGNC:11006,NM_000340
NM_000343,,,,,,HGNC:11036,NM_000343
NM_000345,,,,,,HGNC:11138,NM_000345
NM_000346,,,,,,HGNC:11204,NM_000346
NM_000347,,,,,,,
NM_000348,,,,,,HGNC:11285,NM_000348
NM_000349,,,,,,HGNC:11359,NM_000349
NM_000351,,,,,,HGNC:11425,NM_000351
NM_000353,,,,,,HGNC:11573,NM_000353
NM_000354,,,,,,HGNC:11583,NM_000354
NM_000355,,,,,,HGNC:11653,NM_000355
NM_000356,,,,,,,
NM_000358,,,,,,HGNC:11771,NM_000358
NM_000359,,,,,,HGNC:11777,NM_000359
NM_000360,,,,,,HGNC:11782,NM_000360
NM_000363,,,,,,HGNC:11947,NM_000363
NM_000373,,,,,,HGNC:12563,NM_000373
NM_000375,,,,,,HGNC:12592,NM_000375
NM_000376,,,,,,HGNC:12679,NM_000376
NM_000377,,,,,,HGNC:12731,NM_000377
NM_000380,,,,,,HGNC:12814,NM_000380
NM_000381,,,,,,HGNC:7095,NM_000381
NM_000382,,,,,,HGNC:403,NM_000382
NM_000384,,,,,,HGNC:603,NM_000384
NM_000386,,,,,,HGNC:1059,NM_000386
NM_000390,,,,,,HGNC:1940,NM_000390
NM_000391,,,,,,HGNC:2073,NM_000391
NM_000392,,,,,,HGNC:53,NM_000392
NM_000393,,,,,,HGNC:2210,NM_000393
NM_000396,,,,,,HGNC:2536,NM_000396
NM_000397,,,,,,HGNC:2578,NM_000397
NM_000398,,,,,,HGNC:2873,NM_000398
NM_000399,,,,,,HGNC:3239,NM_000399
NM_000401,,,,,,HGNC:3513,NM_000401
NM_000402,,,,,,HGNC:4057,NM_000402
NM_000403,,,,,,HGNC:4116,NM_000403
NM_000410,,,,,,HGNC:4886,NM_000410
NM_000411,,,,,,HGNC:4976,NM_000411
NM_000412,,,,,,HGNC:5181,NM_000412
NM_000413,,,,,,HGNC:5210,NM_000413
NM_000414,,,,,,HGNC:5213,NM_000414
NM_000415,,,,,,HGNC:5329,NM_000415
NM_000416,,,,,,HGNC:5439,NM_000416
NM_000417,,,,,,HGNC:6008,NM_000417
NM_000418,,,,,,HGNC:6015,NM_000418
NM_000420,,,,,,HGNC:6308,NM_000420
NM_000421,,,,,,HGNC:6413,NM_000421
NM_000423,,,,,,HGNC:6439,NM_000423
NM_000425,,,,,,,
NM_000426,,,,,,HGNC:6482,NM_000426
NM_000427,,,,,,HGNC:6663,NM_000427
NM_000428,,,,,,HGNC:6715,NM_000428
NM_000429,,,,,,HGNC:6903,NM_000429
NM_000430,,,,,,HGNC:8574,NM_000430
NM_000431,,,,,,HGNC:7530,NM_000431
NM_000435,,,,,,HGNC:7883,NM_000435
NM_000436,,,,,,HGNC:8527,NM_000436
NM_000437,,,,,,HGNC:8579,NM_000437
NM_000439,,,,,,HGNC:8743,NM_000439
NM_000440,,,,,,HGNC:8785,NM_000440
NM_000441,,,,,,HGNC:8818,NM_000441
NM_000443,,,,,,HGNC:45,NM_000443
NM_000445,,,,,,HGNC:9069,NM_000445
NM_000446,,,,,,HGNC:9204,NM_000446
NM_000447,,,,,,HGNC:9509,NM_000447
NM_000449,,,,,,HGNC:9986,NM_000449
NM_000450,,,,,,HGNC:10718,NM_000450
NM_000452,,,,,,HGNC:10906,NM_000452
NM_000454,,,,,,HGNC:11179,NM_000454
NM_000454,,,,,,HGNC:11179,NM_000454
NM_000455,,,,,,HGNC:11389,NM_000455
NM_000457,,,,,,HGNC:5024,NM_000457
NM_000458,,,,,,HGNC:11630,NM_000458
NM_000459,,,,,,HGNC:11724,NM_000459
NM_000461,,,,,,HGNC:11799,NM_000461
NM_000463,,,,,,HGNC:12530,NM_000463
NM_000465,,,,,,HGNC:952,NM_000465
NM_000466,,,,,,HGNC:8850,NM_000466
NM_000476,,,,,,HGNC:361,NM_000476
NM_000479,,,,,,HGNC:464,NM_000479
NM_000480,,,,,,HGNC:470,NM_000480
NM_000484,,,,,,HGNC:620,NM_000484
NM_000485,,,,,,HGNC:626,NM_000485
NM_000486,,,,,,HGNC:634,NM_000486
NM_000487,,,,,,HGNC:713,NM_000487
NM_000490,,,,,,HGNC:894,NM_000490
NM_000491,,,,,,HGNC:1242,NM_000491
NM_000492,,,,,,HGNC:1884,NM_000492
NM_000494,,,,,,HGNC:2194,NM_000494
NM_000499,,,,,,HGNC:2595,NM_000499
NM_000504,,,,,,HGNC:3528,NM_000504
NM_000505,,,,,,HGNC:3530,NM_000505
NM_000506,,,,,,HGNC:3535,NM_000506
NM_000508,,,,,,HGNC:3661,NM_000508
NM_000509,,,,,,,
NM_000510,,,,,,HGNC:3964,NM_000510
NM_000511,,,,,,HGNC:4013,NM_000511
NM_000512,,,,,,HGNC:4122,NM_000512
NM_000514,,,,,,HGNC:4232,NM_000514
NM_000516,,,,,,HGNC:4392,NM_000516
NM_000519,,,,,,HGNC:4829,NM_000519
NM_000521,,,,,,HGNC:4879,NM_000521
NM_000524,,,,,,HGNC:5286,NM_000524
NM_000527,,,,,,HGNC:6547,NM_000527
NM_000529,,,,,,HGNC:6930,NM_000529
NM_000531,,,,,,HGNC:8512,NM_000531
NM_000532,,,,,,HGNC:8654,NM_000532
NM_000537,,,,,,HGNC:9958,NM_000537
NM_000538,,,,,,HGNC:9988,NM_000538
NM_000539,,,,,,HGNC:10012,NM_000539
NM_000540,,,,,,HGNC:10483,NM_000540
NM_000541,,,,,,HGNC:10521,NM_000541
NM_000546,,,,,,HGNC:11998,NM_000546
NM_000549,,,,,,HGNC:12372,NM_000549
NM_000550,,,,,,HGNC:12450,NM_000550
NM_000551,,,,,,HGNC:12687,NM_000551
NM_000552,,,,,,HGNC:12726,NM_000552
NM_000555,,,,,,,
NM_000560,,,,,,HGNC:1686,NM_000560
NM_000561,,,,,,HGNC:4632,NM_000561
NM_000562,,,,,,HGNC:1352,NM_000562
NM_000564,,,,,,HGNC:6017,NM_000564
NM_000565,,,,,,HGNC:6019,NM_000565
NM_000567,,,,,,HGNC:2367,NM_000567
NM_000572,,,,,,HGNC:5962,NM_000572
NM_000573,,,,,,HGNC:2334,NM_000573
NM_000574,,,,,,HGNC:2665,NM_000574
NM_000575,,,,,,HGNC:5991,NM_000575
NM_000576,,,,,,HGNC:5992,NM_000576
NM_000581,,,,,,HGNC:4553,NM_000581
NM_000583,,,,,,HGNC:4187,NM_000583
NM_000584,,,,,,HGNC:6025,NM_000584
NM_000585,,,,,,,
NM_000587,,,,,,HGNC:1346,NM_000587
NM_000588,,,,,,HGNC:6011,NM_000588
NM_000590,,,,,,HGNC:6029,NM_000590
NM_000591,,,,,,HGNC:1628,NM_000591
NM_000596,,,,,,HGNC:5469,NM_000596
NM_000597,,,,,,HGNC:5471,NM_000597
NM_000599,,,,,,HGNC:5474,NM_000599
NM_000602,,,,,,HGNC:8583,NM_000602
NM_000603,,,,,,HGNC:7876,NM_000603
NM_000608,,,,,,HGNC:8499,NM_000608
NM_000609,,,,,,HGNC:10672,NM_000609
NM_000610,,,,,,HGNC:1681,NM_000610
NM_000611,,,,,,,
NM_000614,,,,,,HGNC:2169,NM_000614
NM_000617,,,,,,HGNC:10908,NM_000617
NM_000620,,,,,,HGNC:7872,NM_000620
NM_000621,,,,,,HGNC:5293,NM_000621
NM_000623,,,,,,HGNC:1030,NM_000623
NM_000626,,,,,,HGNC:1699,NM_000626
NM_000627,,,,,,,
NM_000629,,,,,,HGNC:5432,NM_000629
NM_000631,,,,,,HGNC:7662,NM_000631
NM_000632,,,,,,HGNC:6149,NM_000632
NM_000633,,,,,,HGNC:990,NM_000633
NM_000634,,,,,,HGNC:6026,NM_000634
NM_000635,,,,,,HGNC:9983,NM_000635
NM_000637,,,,,,HGNC:4623,NM_000637
NM_000638,,,,,,HGNC:12724,NM_000638
NM_000640,,,,,,HGNC:5975,NM_000640
NM_000641,,,,,,HGNC:5966,NM_000641
NM_000645,,,,,,,
NM_000651,,,,,,,
NM_000655,,,,,,HGNC:10720,NM_000655
NM_000660,,,,,,HGNC:11766,NM_000660
NM_000662,,,,,,HGNC:7645,NM_000662
NM_000663,,,,,,,
NM_000667,,,,,,HGNC:249,NM_000667
NM_000669,,,,,,HGNC:251,NM_000669
NM_000672,,,,,,HGNC:255,NM_000672
NM_000674,,,,,,HGNC:262,NM_000674
NM_000676,,,,,,HGNC:264,NM_000676
NM_000677,,,,,,HGNC:268,NM_000677
NM_000682,,,,,,HGNC:282,NM_000682
NM_000684,,,,,,HGNC:285,NM_000684
NM_000685,,,,,,HGNC:336,NM_000685
NM_000686,,,,,,HGNC:338,NM_000686
NM_000687,,,,,,HGNC:343,NM_000687
NM_000688,,,,,,HGNC:396,NM_000688
NM_000689,,,,,,HGNC:402,NM_000689
NM_000690,,,,,,HGNC:404,NM_000690
NM_000691,,,,,,HGNC:405,NM_000691
NM_000692,,,,,,HGNC:407,NM_000692
NM_000693,,,,,,HGNC:409,NM_000693
NM_000696,,,,,,HGNC:412,NM_000696
NM_000697,,,,,,HGNC:429,NM_000697
NM_000698,,,,,,HGNC:435,NM_000698
NM_000700,,,,,,HGNC:533,NM_000700
NM_000701,,,,,,,
NM_000702,,,,,,HGNC:800,NM_000702
NM_000704,,,,,,HGNC:819,NM_000704
NM_000705,,,,,,HGNC:820,NM_000705
NM_000706,,,,,,HGNC:895,NM_000706
NM_000707,,,,,,HGNC:896,NM_000707
NM_000709,,,,,,HGNC:986,NM_000709
NM_000710,,,,,,HGNC:1029,NM_000710
NM_000712,,,,,,HGNC:1062,NM_000712
NM_000713,,,,,,HGNC:1063,NM_000713
NM_000714,,,,,,,
NM_000715,,,,,,HGNC:1325,NM_000715
NM_000716,,,,,,HGNC:1328,NM_000716
NM_000718,,,,,,HGNC:1389,NM_000718
NM_000720,,,,,,HGNC:1391,NM_000720
NM_000721,,,,,,HGNC:1392,NM_000721
NM_000722,,,,,,HGNC:1399,NM_000722
NM_000723,,,,,,HGNC:1401,NM_000723
NM_000724,,,,,,HGNC:1402,NM_000724
NM_000726,,,,,,,
NM_000727,,,,,,HGNC:1405,NM_000727
NM_000729,,,,,,HGNC:1569,NM_000729
NM_000732,,,,,,HGNC:1673,NM_000732
NM_000733,,,,,,HGNC:1674,NM_000733
NM_000735,,,,,,HGNC:1885,NM_000735
NM_000739,,,,,,HGNC:1951,NM_000739
NM_000741,,,,,,HGNC:1953,NM_000741
NM_000742,,,,,,HGNC:1956,NM_000742
NM_000744,,,,,,HGNC:1958,NM_000744
NM_000745,,,,,,HGNC:1959,NM_000745
NM_000747,,,,,,HGNC:1961,NM_000747
NM_000748,,,,,,HGNC:1962,NM_000748
NM_000749,,,,,,HGNC:1963,NM_000749
NM_000750,,,,,,HGNC:1964,NM_000750
NM_000751,,,,,,HGNC:1965,NM_000751
NM_000755,,,,,,HGNC:2342,NM_000755
NM_000756,,,,,,HGNC:2355,NM_000756
NM_000757,,,,,,HGNC:2432,NM_000757
NM_000759,,,,,,,
NM_000760,,,,,,,
NM_000761,,,,,,HGNC:2596,NM_000761
NM_000765,,,,,,HGNC:2640,NM_000765
NM_000770,,,,,,HGNC:2622,NM_000770
NM_000771,,,,,,HGNC:2623,NM_000771
NM_000774,,,,,,HGNC:2632,NM_000774
NM_000775,,,,,,HGNC:2634,NM_000775
NM_000777,,,,,,HGNC:2638,NM_000777
NM_000778,,,,,,HGNC:2642,NM_000778
NM_000780,,,,,,HGNC:2651,NM_000780
NM_000781,,,,,,HGNC:2590,NM_000781
NM_000782,,,,,,HGNC:2602,NM_000782
NM_000783,,,,,,HGNC:2603,NM_000783
NM_000784,,,,,,HGNC:2605,NM_000784
NM_000785,,,,,,HGNC:2606,NM_000785
NM_000787,,,,,,HGNC:2689,NM_000787
NM_000788,,,,,,HGNC:2704,NM_000788
NM_000792,,,,,,HGNC:2883,NM_000792
NM_000795,,,,,,HGNC:3023,NM_000795
NM_000796,,,,,,,
NM_000797,,,,,,HGNC:3025,NM_000797
NM_000799,,,,,,HGNC:3415,NM_000799
NM_000803,,,,,,HGNC:3793,NM_000803
NM_000804,,,,,,HGNC:3795,NM_000804
NM_000805,,,,,,HGNC:4164,NM_000805
NM_000806,,,,,,,
NM_000807,,,,,,HGNC:4076,NM_000807
NM_000808,,,,,,HGNC:4077,NM_000808
NM_000809,,,,,,HGNC:4078,NM_000809
NM_000810,,,,,,HGNC:4079,NM_000810
NM_000811,,,,,,HGNC:4080,NM_000811
NM_000812,,,,,,HGNC:4081,NM_000812
NM_000814,,,,,,HGNC:4083,NM_000814
NM_000815,,,,,,HGNC:4084,NM_000815
NM_000816,,,,,,HGNC:4087,NM_000816
NM_000817,,,,,,HGNC:4092,NM_000817
NM_000818,,,,,,HGNC:4093,NM_000818
NM_000819,,,,,,HGNC:4163,NM_000819
NM_000820,,,,,,HGNC:4168,NM_000820
NM_000821,,,,,,HGNC:4247,NM_000821
NM_000823,,,,,,HGNC:4266,NM_000823
NM_000824,,,,,,HGNC:4329,NM_000824
NM_000825,,,,,,,
NM_000826,,,,,,HGNC:4572,NM_000826
NM_000828,,,,,,HGNC:4573,NM_000828
NM_000829,,,,,,HGNC:4574,NM_000829
NM_000830,,,,,,HGNC:4579,NM_000830
NM_000831,,,,,,HGNC:4581,NM_000831
NM_000833,,,,,,HGNC:4585,NM_000833
NM_000836,,,,,,HGNC:4588,NM_000836
NM_000839,,,,,,HGNC:4594,NM_000839
NM_000840,,,,,,HGNC:4595,NM_000840
NM_000842,,,,,,HGNC:4597,NM_000842
NM_000843,,,,,,HGNC:4598,NM_000843
NM_000844,,,,,,HGNC:4599,NM_000844
NM_000846,,,,,,HGNC:4627,NM_000846
NM_000847,,,,,,HGNC:4628,NM_000847
NM_000850,,,,,,HGNC:4636,NM_000850
NM_000851,,,,,,HGNC:4637,NM_000851
NM_000852,,,,,,HGNC:4638,NM_000852
NM_000853,,,,,,HGNC:4641,NM_000853
NM_000855,,,,,,,
NM_000859,,,,,,HGNC:5006,NM_000859
NM_000860,,,,,,HGNC:5154,NM_000860
NM_000861,,,,,,HGNC:5182,NM_000861
NM_000864,,,,,,HGNC:5289,NM_000864
NM_000865,,,,,,HGNC:5291,NM_000865
NM_000866,,,,,,HGNC:5292,NM_000866
NM_000867,,,,,,HGNC:5294,NM_000867
NM_000868,,,,,,HGNC:5295,NM_000868
NM_000870,,,,,,HGNC:5299,NM_000870
NM_000872,,,,,,HGNC:5302,NM_000872
NM_000873,,,,,,HGNC:5345,NM_000873
NM_000874,,,,,,HGNC:5433,NM_000874
NM_000876,,,,,,HGNC:5467,NM_000876
NM_000877,,,,,,HGNC:5993,NM_000877
NM_000878,,,,,,HGNC:6009,NM_000878
NM_000879,,,,,,HGNC:6016,NM_000879
NM_000880,,,,,,HGNC:6023,NM_000880
NM_000882,,,,,,HGNC:5969,NM_000882
NM_000883,,,,,,HGNC:6052,NM_000883
NM_000884,,,,,,HGNC:6053,NM_000884
NM_000889,,,,,,HGNC:6162,NM_000889
NM_000890,,,,,,HGNC:6266,NM_000890
NM_000892,,,,,,HGNC:6371,NM_000892
NM_000893,,,,,,,
NM_000896,,,,,,HGNC:2646,NM_000896
NM_000898,,,,,,HGNC:6834,NM_000898
NM_000899,,,,,,,
NM_000900,,,,,,HGNC:7060,NM_000900
NM_000901,,,,,,HGNC:7979,NM_000901
NM_000903,,,,,,HGNC:2874,NM_000903
NM_000905,,,,,,HGNC:7955,NM_000905
NM_000906,,,,,,HGNC:7943,NM_000906
NM_000909,,,,,,HGNC:7956,NM_000909
NM_000910,,,,,,HGNC:7957,NM_000910
NM_000911,,,,,,HGNC:8153,NM_000911
NM_000912,,,,,,HGNC:8154,NM_000912
NM_000913,,,,,,,
NM_000914,,,,,,HGNC:8156,NM_000914
